scenario_id,policy,router,call_index,round,tool,raw_args,normalized_args,json_valid,status,evidence_ids_revealed,new_information,duplicate,relevant,discovery_step,error_class,result_summary
LIN-03,full,p0,1,1,systemctl_status,"{""service"": ""cron""}","{""service"": ""cron""}",True,empty,,False,False,False,False,,"{""empty"": true}"
LIN-03,full,p0,2,1,journalctl_read,"{""service"": ""cron""}","{""service"": ""cron""}",True,revealed,E3,True,False,True,True,,"{""revealed"": [{""id"": ""E3"", ""tool"": ""journalctl_read"", ""key"": ""cron"", ""text"": ""backup.sh: /data: No such file or directory""}]}"
LIN-03,full,p0,3,2,grep_search,"{""pattern"": ""backup.sh"", ""path"": ""/etc/cron.d""}","{""path"": ""/etc/cron.d"", ""pattern"": ""backup.sh""}",True,empty,,False,False,False,False,,"{""empty"": true}"
LIN-03,full,p0,4,3,grep_search,"{""pattern"": ""backup.sh"", ""path"": ""/etc/crontab""}","{""path"": ""/etc/crontab"", ""pattern"": ""backup.sh""}",True,empty,,False,False,False,False,,"{""empty"": true}"
LIN-03,full,p0,5,4,grep_search,"{""pattern"": ""backup.sh"", ""path"": ""/var/spool/cron""}","{""path"": ""/var/spool/cron"", ""pattern"": ""backup.sh""}",True,empty,,False,False,False,False,,"{""empty"": true}"
LIN-04,full,p0,1,1,systemctl_status,"{""service"": ""app""}","{""service"": ""app""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""systemctl_status"", ""key"": ""app"", ""text"": ""app.service: activating (auto-restart)""}]}"
LIN-04,full,p0,2,2,journalctl_read,"{""service"": ""app""}","{""service"": ""app""}",True,revealed,E2,True,False,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""journalctl_read"", ""key"": ""app"", ""text"": ""app: out of memory: Killed process""}]}"
LIN-05,full,p0,1,1,systemctl_status,"{""service"": ""worker""}","{""service"": ""worker""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""systemctl_status"", ""key"": ""worker"", ""text"": ""worker.service failed; Result: exit-code""}]}"
LIN-05,full,p0,2,2,journalctl_read,"{""service"": ""worker""}","{""service"": ""worker""}",True,revealed,E2,True,False,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""journalctl_read"", ""key"": ""worker"", ""text"": ""worker: ImportError: No module named 'requests'""}]}"
LIN-05,full,p0,3,3,list_directory,"{""path"": ""/usr/lib/python3.6/site-packages/""}","{""path"": ""/usr/lib/python3.6/site-packages/""}",True,empty,,False,False,False,False,,"{""empty"": true}"
LIN-05,full,p0,4,4,list_directory,"{""path"": ""/usr/lib/python3.6/""}","{""path"": ""/usr/lib/python3.6/""}",True,empty,,False,False,False,False,,"{""empty"": true}"
LIN-05,full,p0,5,5,list_directory,"{""path"": ""/usr/lib/python3/""}","{""path"": ""/usr/lib/python3/""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-01,full,p0,1,1,dns_lookup,"{""hostname"": ""api.internal.example.com""}","{""hostname"": ""api.internal.example.com""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""dns_lookup"", ""key"": ""api.internal.example.com"", ""text"": ""NXDOMAIN""}]}"
NET-01,full,p0,2,2,grep_search,"{""pattern"": ""api.internal.example.com"", ""path"": ""/etc/hosts""}","{""path"": ""/etc/hosts"", ""pattern"": ""api.internal.example.com""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-01,full,p0,3,3,grep_search,"{""pattern"": ""api.internal.example.com"", ""path"": ""/etc/resolv.conf""}","{""path"": ""/etc/resolv.conf"", ""pattern"": ""api.internal.example.com""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-01,full,p0,4,4,grep_search,"{""pattern"": ""api.internal.example.com"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""api.internal.example.com""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-02,full,p0,1,1,systemctl_status,"{""service"": ""nginx""}","{""service"": ""nginx""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-02,full,p0,2,1,journalctl_read,"{""service"": ""nginx""}","{""service"": ""nginx""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-02,full,p0,3,1,grep_search,"{""pattern"": ""certificate"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""certificate""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-02,full,p0,4,1,grep_search,"{""pattern"": ""ssl_certificate"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""ssl_certificate""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-02,full,p0,5,1,grep_search,"{""pattern"": ""ssl_certificate_key"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""ssl_certificate_key""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-02,full,p0,6,1,shell_readonly,"{""command"": ""openssl x509 -in /etc/nginx/ssl/certificate.crt -noout -dates""}","{""command"": ""openssl x509 -in /etc/nginx/ssl/certificate.crt -noout -dates""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""openssl""}"
NET-02,full,p0,7,2,shell_readonly,"{""command"": ""date""}","{""command"": ""date""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""date""}"
NET-02,full,p0,8,2,shell_readonly,"{""command"": ""ls -l /etc/nginx/ssl/""}","{""command"": ""ls -l /etc/nginx/ssl/""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ls""}"
NET-02,full,p0,9,2,shell_readonly,"{""command"": ""openssl x509 -in /etc/nginx/ssl/certificate.crt -noout -text""}","{""command"": ""openssl x509 -in /etc/nginx/ssl/certificate.crt -noout -text""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""openssl""}"
NET-02,full,p0,10,3,grep_search,"{""pattern"": ""ssl_certificate"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""ssl_certificate""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
NET-02,full,p0,11,3,grep_search,"{""pattern"": ""ssl_certificate_key"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""ssl_certificate_key""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
NET-02,full,p0,12,3,grep_search,"{""pattern"": ""ssl_certificate"", ""path"": ""/etc/nginx/sites-enabled/""}","{""path"": ""/etc/nginx/sites-enabled/"", ""pattern"": ""ssl_certificate""}",True,empty,,False,True,False,False,,"{""empty"": true}"
NET-02,full,p0,13,3,grep_search,"{""pattern"": ""ssl_certificate_key"", ""path"": ""/etc/nginx/sites-enabled/""}","{""path"": ""/etc/nginx/sites-enabled/"", ""pattern"": ""ssl_certificate_key""}",True,empty,,False,True,False,False,,"{""empty"": true}"
NET-03,full,p0,1,1,systemctl_status,"{""service"": ""nginx""}","{""service"": ""nginx""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,2,1,journalctl_read,"{""service"": ""nginx""}","{""service"": ""nginx""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,3,1,grep_search,"{""pattern"": ""timeout"", ""path"": ""/var/log/nginx/error.log""}","{""path"": ""/var/log/nginx/error.log"", ""pattern"": ""timeout""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,4,1,grep_search,"{""pattern"": ""SSL"", ""path"": ""/var/log/nginx/error.log""}","{""path"": ""/var/log/nginx/error.log"", ""pattern"": ""SSL""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,5,1,grep_search,"{""pattern"": ""TLS"", ""path"": ""/var/log/nginx/error.log""}","{""path"": ""/var/log/nginx/error.log"", ""pattern"": ""TLS""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,6,1,grep_search,"{""pattern"": ""handshake"", ""path"": ""/var/log/nginx/error.log""}","{""path"": ""/var/log/nginx/error.log"", ""pattern"": ""handshake""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,7,1,grep_search,"{""pattern"": ""connection"", ""path"": ""/var/log/nginx/error.log""}","{""path"": ""/var/log/nginx/error.log"", ""pattern"": ""connection""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,8,1,grep_search,"{""pattern"": ""upstream"", ""path"": ""/var/log/nginx/error.log""}","{""path"": ""/var/log/nginx/error.log"", ""pattern"": ""upstream""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,9,1,grep_search,"{""pattern"": ""proxy"", ""path"": ""/var/log/nginx/error.log""}","{""path"": ""/var/log/nginx/error.log"", ""pattern"": ""proxy""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,10,1,grep_search,"{""pattern"": ""timeout"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""timeout""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,11,1,grep_search,"{""pattern"": ""proxy_read_timeout"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""proxy_read_timeout""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,12,1,grep_search,"{""pattern"": ""proxy_connect_timeout"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""proxy_connect_timeout""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,13,1,grep_search,"{""pattern"": ""ssl"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""ssl""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,14,1,grep_search,"{""pattern"": ""ssl_protocols"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""ssl_protocols""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,15,1,grep_search,"{""pattern"": ""ssl_ciphers"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""ssl_ciphers""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,16,1,grep_search,"{""pattern"": ""ssl_pre",{},True,empty,,False,False,False,False,,"{""empty"": true}"
NET-04,full,p0,1,1,dns_lookup,"{""hostname"": ""db.internal""}","{""hostname"": ""db.internal""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""dns_lookup"", ""key"": ""db.internal"", ""text"": ""10.9.9.9 (expected 10.0.0.10)""}]}"
NET-04,full,p0,2,2,grep_search,"{""pattern"": ""db.internal"", ""path"": ""/etc/hosts""}","{""path"": ""/etc/hosts"", ""pattern"": ""db.internal""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-04,full,p0,3,3,grep_search,"{""pattern"": ""db.internal"", ""path"": ""/etc/resolv.conf""}","{""path"": ""/etc/resolv.conf"", ""pattern"": ""db.internal""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-04,full,p0,4,4,grep_search,"{""pattern"": ""db.internal"", ""path"": ""/etc/NetworkManager/dnsmasq.d/""}","{""path"": ""/etc/NetworkManager/dnsmasq.d/"", ""pattern"": ""db.internal""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-05,full,p0,1,1,systemctl_status,"{""service"": ""nginx""}","{""service"": ""nginx""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-05,full,p0,2,1,journalctl_read,"{""service"": ""nginx""}","{""service"": ""nginx""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-05,full,p0,3,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-05,full,p0,4,3,kubectl_describe,"{""pod"": ""nginx"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""nginx""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
K8S-01,full,p0,1,1,kubectl_describe,"{""pod"": ""web"", ""namespace"": ""prod""}","{""namespace"": ""prod"", ""pod"": ""web""}",True,revealed,E2,True,False,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""kubectl_describe"", ""key"": ""web"", ""text"": ""Exit Code 1; Liveness HTTP 500""}]}"
K8S-01,full,p0,2,1,kubectl_logs,"{""pod"": ""web"", ""namespace"": ""prod""}","{""namespace"": ""prod"", ""pod"": ""web""}",True,revealed,E3,True,False,True,True,,"{""revealed"": [{""id"": ""E3"", ""tool"": ""kubectl_logs"", ""key"": ""web"", ""text"": ""panic: dial tcp 10.0.0.10:5432: connection refused""}]}"
K8S-01,full,p0,3,2,kubectl_get,"{""resource"": ""service"", ""namespace"": ""prod""}","{""namespace"": ""prod"", ""resource"": ""service""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-01,full,p0,4,3,kubectl_get,"{""resource"": ""service"", ""namespace"": ""prod""}","{""namespace"": ""prod"", ""resource"": ""service""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-01,full,p0,5,4,kubectl_get,"{""resource"": ""service"", ""namespace"": ""prod""}","{""namespace"": ""prod"", ""resource"": ""service""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-02,full,p0,1,1,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""kubectl_get"", ""key"": ""pods"", ""text"": ""api 0/1 Pending""}]}"
K8S-02,full,p0,2,2,kubectl_describe,"{""pod"": ""api"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""api""}",True,revealed,E2,True,False,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""kubectl_describe"", ""key"": ""api"", ""text"": ""0/2 nodes available: insufficient cpu""}]}"
K8S-02,full,p0,3,3,kubectl_get,"{""resource"": ""nodes"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""nodes""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-02,full,p0,4,4,kubectl_get,"{""resource"": ""nodes""}","{""resource"": ""nodes""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-02,full,p0,5,5,kubectl_get,"{""resource"": ""nodes"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""nodes""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-03,full,p0,1,1,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-03,full,p0,2,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-03,full,p0,3,3,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-04,full,p0,1,1,kubectl_describe,"{""pod"": ""worker"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""worker""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""kubectl_describe"", ""key"": ""worker"", ""text"": ""State: OOMKilled; Exit 137""}]}"
K8S-04,full,p0,2,1,kubectl_logs,"{""pod"": ""worker"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""worker""}",True,not_found,,True,False,False,False,,"{""not_found"": true}"
K8S-04,full,p0,3,2,kubectl_describe,"{""pod"": ""worker"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""worker""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-04,full,p0,4,3,kubectl_logs,"{""pod"": ""worker"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""worker""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-04,full,p0,5,4,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,True,False,False,,"{""empty"": true}"
K8S-05,full,p0,1,1,kubectl_get,"{""resource"": ""endpoints"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""endpoints""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-05,full,p0,2,1,kubectl_get,"{""resource"": ""services"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""services""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-05,full,p0,3,2,kubectl_get,"{""resource"": ""endpoints"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""endpoints""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-05,full,p0,4,2,kubectl_get,"{""resource"": ""services"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""services""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-05,full,p0,5,3,kubectl_get,"{""resource"": ""endpoints"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""endpoints""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-05,full,p0,6,3,kubectl_get,"{""resource"": ""services"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""services""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-06,full,p0,1,1,kubectl_describe,"{""pod"": ""pod_name"", ""namespace"": ""namespace_name""}","{""namespace"": ""namespace_name"", ""pod"": ""pod_name""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
K8S-06,full,p0,2,1,kubectl_logs,"{""pod"": ""pod_name"", ""namespace"": ""namespace_name""}","{""namespace"": ""namespace_name"", ""pod"": ""pod_name""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
K8S-06,full,p0,3,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""namespace_name""}","{""namespace"": ""namespace_name"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-06,full,p0,4,3,kubectl_get,"{""resource"": ""pvc"", ""namespace"": ""namespace_name""}","{""namespace"": ""namespace_name"", ""resource"": ""pvc""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-07,full,p0,1,1,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-07,full,p0,2,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-07,full,p0,3,3,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-08,full,p0,1,1,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-08,full,p0,2,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
K8S-08,full,p0,3,3,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-01,full,p0,1,1,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-01,full,p0,2,1,kubectl_describe,"{""pod"": ""pod_name"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""pod_name""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
CON-01,full,p0,3,1,kubectl_logs,"{""pod"": ""pod_name"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""pod_name""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
CON-01,full,p0,4,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-01,full,p0,5,3,kubectl_describe,"{""pod"": ""pod_name"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""pod_name""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-02,full,p0,1,1,systemctl_status,"{""service"": ""docker""}","{""service"": ""docker""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""systemctl_status"", ""key"": ""docker"", ""text"": ""docker.service inactive (dead)""}]}"
CON-02,full,p0,2,2,journalctl_read,"{""service"": ""docker""}","{""service"": ""docker""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-02,full,p0,3,3,shell_readonly,"{""command"": ""systemctl start docker""}","{""command"": ""systemctl start docker""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""systemctl""}"
CON-02,full,p0,4,4,shell_readonly,"{""command"": ""sudo systemctl start docker""}","{""command"": ""sudo systemctl start docker""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""sudo""}"
CON-03,full,p0,1,1,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-03,full,p0,2,1,kubectl_describe,"{""pod"": ""nginx-7c45f69c9c-54444"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""nginx-7c45f69c9c-54444""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
CON-03,full,p0,3,1,kubectl_logs,"{""pod"": ""nginx-7c45f69c9c-54444"", ""namespace"": ""default""}","{""namespace"": ""default"", ""pod"": ""nginx-7c45f69c9c-54444""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
CON-03,full,p0,4,1,kubectl_get,"{""resource"": ""services"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""services""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-03,full,p0,5,1,kubectl_get,"{""resource"": ""endpoints"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""endpoints""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-03,full,p0,6,1,kubectl_get,"{""resource"": ""configmaps"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""configmaps""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-03,full,p0,7,1,kubectl_get,"{""resource"": ""configmaps"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""configmaps""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-03,full,p0,8,1,kubectl_get,"{""resource"": ""configmaps"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""configmaps""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-03,full,p0,9,1,kubectl_get,"{""resource"": ""configmaps"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""configmaps""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-03,full,p0,10,1,kubectl_get,"{""resource"": ""configmaps"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""configmaps""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-03,full,p0,11,1,kubectl_get,"{""resource"": ""configmaps"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""configmaps""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-03,full,p0,12,1,kubectl_get,"{""resource"": ""configmaps"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""configmaps""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-03,full,p0,13,1,kubectl_get,"{""resource"": ""configmaps"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""configmaps""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-03,full,p0,14,1,kubectl_get,"{""resource"": ""configmaps"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""configmaps""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
CON-03,full,p0,15,1,kubectl_get,"{""resource"": ""configmaps"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""configmaps""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
