scenario_id,policy,router,call_index,round,tool,raw_args,normalized_args,json_valid,status,evidence_ids_revealed,new_information,duplicate,relevant,discovery_step,error_class,result_summary
LIN-03,full,p0,4,1,list_directory,"{""path"": ""/var/log""}","{""path"": ""/var/log""}",True,empty,,True,False,False,False,,"{""empty"": true}"
LIN-03,full,p0,5,2,shell_readonly,"{""command"": ""ls -l /data""}","{""command"": ""ls -l /data""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ls""}"
LIN-03,full,p0,6,2,shell_readonly,"{""command"": ""cat /etc/crontab""}","{""command"": ""cat /etc/crontab""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
LIN-03,full,p0,7,2,shell_readonly,"{""command"": ""grep -r 'backup.sh' /etc/crontab /var/spool/cron/""}","{""command"": ""grep -r 'backup.sh' /etc/crontab /var/spool/cron/""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""grep""}"
LIN-03,full,p0,8,2,shell_readonly,"{""command"": ""ls -l /home/user/backup.sh""}","{""command"": ""ls -l /home/user/backup.sh""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ls""}"
LIN-03,full,p0,9,3,read_file,"{""path"": ""/etc/crontab""}","{""path"": ""/etc/crontab""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
LIN-03,full,p0,10,3,shell_readonly,"{""command"": ""ls -la /data""}","{""command"": ""ls -la /data""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ls""}"
LIN-03,full,p0,11,3,shell_readonly,"{""command"": ""ls -la /home/user/""}","{""command"": ""ls -la /home/user/""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ls""}"
LIN-03,full,p0,12,3,shell_readonly,"{""command"": ""find / -name backup.sh 2>/dev/null""}","{""command"": ""find / -name backup.sh 2>/dev/null""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""find""}"
LIN-03,full,p0,13,4,grep_search,"{""pattern"": ""backup.sh"", ""path"": ""/etc/crontab""}","{""path"": ""/etc/crontab"", ""pattern"": ""backup.sh""}",True,empty,,False,False,False,False,,"{""empty"": true}"
LIN-03,full,p0,14,4,shell_readonly,"{""command"": ""ls -la /home/user/""}","{""command"": ""ls -la /home/user/""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
LIN-03,full,p0,15,4,shell_readonly,"{""command"": ""ls -la /data""}","{""command"": ""ls -la /data""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
LIN-03,full,p0,16,4,shell_readonly,"{""command"": ""crontab -l""}","{""command"": ""crontab -l""}",True,revealed,E1,True,True,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""shell_readonly"", ""key"": ""crontab -l"", ""text"": ""0 2 * * * /opt/backup.sh""}]}"
LIN-03,full,p0,17,5,read_file,"{""path"": ""/opt/backup.sh""}","{""path"": ""/opt/backup.sh""}",True,revealed,E2,True,True,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""read_file"", ""key"": ""opt/backup.sh"", ""text"": ""#!/bin/bash\nset -e\ntar czf /backup.tar /data\n""}]}"
LIN-03,full,p0,18,5,shell_readonly,"{""command"": ""ls -la /opt/backup.sh""}","{""command"": ""ls -la /opt/backup.sh""}",True,unsupported_command,,True,True,False,False,,"{""unsupported_command"": true, ""family"": ""ls""}"
LIN-03,full,p0,19,5,shell_readonly,"{""command"": ""mkdir -p /data""}","{""command"": ""mkdir -p /data""}",True,unsupported_command,,True,True,False,False,,"{""unsupported_command"": true, ""family"": ""mkdir""}"
LIN-03,full,p0,20,5,shell_readonly,"{""command"": ""chmod +x /opt/backup.sh""}","{""command"": ""chmod +x /opt/backup.sh""}",True,unsupported_command,,True,True,False,False,,"{""unsupported_command"": true, ""family"": ""chmod""}"
LIN-04,full,p0,1,1,systemctl_status,"{""service"": ""app""}","{""service"": ""app""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""systemctl_status"", ""key"": ""app"", ""text"": ""app.service: activating (auto-restart)""}]}"
LIN-04,full,p0,2,2,journalctl_read,"{""service"": ""app""}","{""service"": ""app""}",True,revealed,E2,True,False,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""journalctl_read"", ""key"": ""app"", ""text"": ""app: out of memory: Killed process""}]}"
LIN-05,full,p0,1,1,systemctl_status,"{""service"": ""worker.service""}","{""service"": ""worker.service""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""systemctl_status"", ""key"": ""worker"", ""text"": ""worker.service failed; Result: exit-code""}]}"
LIN-05,full,p0,2,2,journalctl_read,"{""service"": ""worker.service""}","{""service"": ""worker.service""}",True,revealed,E2,True,False,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""journalctl_read"", ""key"": ""worker"", ""text"": ""worker: ImportError: No module named 'requests'""}]}"
NET-01,full,p0,1,1,dns_lookup,"{""hostname"": ""api.internal.example.com""}","{""hostname"": ""api.internal.example.com""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""dns_lookup"", ""key"": ""api.internal.example.com"", ""text"": ""NXDOMAIN""}]}"
NET-01,full,p0,2,2,shell_readonly,"{""command"": ""cat /etc/resolv.conf""}","{""command"": ""cat /etc/resolv.conf""}",True,revealed,E2,True,False,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""shell_readonly"", ""key"": ""cat /etc/resolv.conf"", ""text"": ""nameserver 10.0.0.53""}]}"
NET-01,full,p0,3,3,shell_readonly,"{""command"": ""nslookup api.internal.example.com 10.0.0.53""}","{""command"": ""nslookup api.internal.example.com 10.0.0.53""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""nslookup""}"
NET-01,full,p0,4,4,shell_readonly,"{""command"": ""dig @10.0.0.53 api.internal.example.com""}","{""command"": ""dig @10.0.0.53 api.internal.example.com""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""dig""}"
NET-01,full,p0,5,5,shell_readonly,"{""command"": ""cat /etc/hosts""}","{""command"": ""cat /etc/hosts""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
NET-02,full,p0,1,1,shell_readonly,"{""command"": ""ls -l /etc/ssl/certs/""}","{""command"": ""ls -l /etc/ssl/certs/""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ls""}"
NET-02,full,p0,2,2,shell_readonly,"{""command"": ""find /etc/ssl/certs/ -name '*.crt' -o -name '*.pem' | head -n 5""}","{""command"": ""find /etc/ssl/certs/ -name '*.crt' -o -name '*.pem' | head -n 5""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""find""}"
NET-02,full,p0,3,3,list_directory,"{""path"": ""/etc/ssl/certs/""}","{""path"": ""/etc/ssl/certs/""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,1,1,systemctl_status,"{""service"": ""nginx""}","{""service"": ""nginx""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,2,1,systemctl_status,"{""service"": ""apache2""}","{""service"": ""apache2""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,3,1,journalctl_read,"{""service"": ""nginx""}","{""service"": ""nginx""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,4,1,journalctl_read,"{""service"": ""apache2""}","{""service"": ""apache2""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,5,1,shell_readonly,"{""command"": ""ss -tuln | grep -E '(80|443)'""}","{""command"": ""ss -tuln | grep -E '(80|443)'""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ss""}"
NET-03,full,p0,6,1,shell_readonly,"{""command"": ""cat /etc/nginx/nginx.conf""}","{""command"": ""cat /etc/nginx/nginx.conf""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
NET-03,full,p0,7,1,shell_readonly,"{""command"": ""cat /etc/apache2/apache2.conf""}","{""command"": ""cat /etc/apache2/apache2.conf""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
NET-03,full,p0,8,2,shell_readonly,"{""command"": ""netstat -tuln | grep -E '(80|443)'""}","{""command"": ""netstat -tuln | grep -E '(80|443)'""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""netstat""}"
NET-03,full,p0,9,2,shell_readonly,"{""command"": ""ls -l /etc/nginx/""}","{""command"": ""ls -l /etc/nginx/""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ls""}"
NET-03,full,p0,10,2,shell_readonly,"{""command"": ""ls -l /etc/apache2/""}","{""command"": ""ls -l /etc/apache2/""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ls""}"
NET-03,full,p0,11,2,grep_search,"{""pattern"": ""timeout"", ""path"": ""/etc/nginx/nginx.conf""}","{""path"": ""/etc/nginx/nginx.conf"", ""pattern"": ""timeout""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,12,2,grep_search,"{""pattern"": ""timeout"", ""path"": ""/etc/apache2/apache2.conf""}","{""path"": ""/etc/apache2/apache2.conf"", ""pattern"": ""timeout""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,13,3,list_directory,"{""path"": ""/etc/nginx""}","{""path"": ""/etc/nginx""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,14,3,list_directory,"{""path"": ""/etc/apache2""}","{""path"": ""/etc/apache2""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-03,full,p0,15,3,read_file,"{""path"": ""/etc/nginx/conf.d/default.conf""}","{""path"": ""/etc/nginx/conf.d/default.conf""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
NET-03,full,p0,16,3,read_file,"{""path"": ""/etc/apache2/sites-available/000-default.conf""}","{""path"": ""/etc/apache2/sites-available/000-default.conf""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
NET-03,full,p0,17,3,shell_readonly,"{""command"": ""find /etc -name \\\""*.conf\\\"" -exec grep -l \\\""timeout\\\"" {} \\\\;""}","{""command"": ""find /etc -name \\\""*.conf\\\"" -exec grep -l \\\""timeout\\\"" {} \\\\;""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""find""}"
NET-04,full,p0,1,1,dns_lookup,"{""hostname"": ""db.internal""}","{""hostname"": ""db.internal""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""dns_lookup"", ""key"": ""db.internal"", ""text"": ""10.9.9.9 (expected 10.0.0.10)""}]}"
NET-04,full,p0,2,2,shell_readonly,"{""command"": ""cat /etc/resolv.conf""}","{""command"": ""cat /etc/resolv.conf""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
NET-04,full,p0,3,3,shell_readonly,"{""command"": ""grep -i 'nameserver' /etc/resolv.conf""}","{""command"": ""grep -i 'nameserver' /etc/resolv.conf""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""grep""}"
NET-04,full,p0,4,4,read_file,"{""path"": ""/etc/resolv.conf""}","{""path"": ""/etc/resolv.conf""}",True,not_found,,False,False,False,False,,"{""not_found"": true}"
NET-05,full,p0,1,1,systemctl_status,"{""service"": ""nginx""}","{""service"": ""nginx""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-05,full,p0,2,2,systemctl_status,"{""service"": ""haproxy""}","{""service"": ""haproxy""}",True,empty,,False,False,False,False,,"{""empty"": true}"
NET-05,full,p0,3,3,shell_readonly,"{""command"": ""ps aux | grep -E \""(nginx|apache|haproxy)\""""}","{""command"": ""ps aux | grep -E \""(nginx|apache|haproxy)\""""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ps""}"
K8S-01,full,p0,1,1,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""prod""}","{""namespace"": ""prod"", ""resource"": ""pods""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""kubectl_get"", ""key"": ""pods"", ""text"": ""web 0/1 CrashLoopBackOff""}]}"
K8S-01,full,p0,2,2,kubectl_describe,"{""pod"": ""web"", ""namespace"": ""prod""}","{""namespace"": ""prod"", ""pod"": ""web""}",True,revealed,E2,True,False,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""kubectl_describe"", ""key"": ""web"", ""text"": ""Exit Code 1; Liveness HTTP 500""}]}"
K8S-01,full,p0,3,3,kubectl_logs,"{""pod"": ""web"", ""namespace"": ""prod""}","{""namespace"": ""prod"", ""pod"": ""web""}",True,revealed,E3,True,False,True,True,,"{""revealed"": [{""id"": ""E3"", ""tool"": ""kubectl_logs"", ""key"": ""web"", ""text"": ""panic: dial tcp 10.0.0.10:5432: connection refused""}]}"
K8S-02,full,p0,1,1,kubectl_get,"{""resource"": ""pods""}","{""resource"": ""pods""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""kubectl_get"", ""key"": ""pods"", ""text"": ""api 0/1 Pending""}]}"
K8S-02,full,p0,2,2,kubectl_describe,"{""pod"": ""api""}","{""pod"": ""api""}",True,revealed,E2,True,False,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""kubectl_describe"", ""key"": ""api"", ""text"": ""0/2 nodes available: insufficient cpu""}]}"
K8S-03,full,p0,1,1,kubectl_get,"{""resource"": ""pods""}","{""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-03,full,p0,2,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-03,full,p0,3,3,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-04,full,p0,1,1,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-04,full,p0,2,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-04,full,p0,3,3,kubectl_get,"{""resource"": ""pods""}","{""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-05,full,p0,1,1,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-05,full,p0,2,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-05,full,p0,3,3,kubectl_get,"{""resource"": ""services"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""services""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-06,full,p0,1,1,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-06,full,p0,2,2,kubectl_get,"{""resource"": ""namespaces""}","{""resource"": ""namespaces""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-06,full,p0,3,3,shell_readonly,"{""command"": ""kubectl cluster-info""}","{""command"": ""kubectl cluster-info""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""kubectl""}"
K8S-07,full,p0,1,1,kubectl_get,"{""resource"": ""pods""}","{""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-07,full,p0,2,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-07,full,p0,3,3,shell_readonly,"{""command"": ""kubectl get pods -A""}","{""command"": ""kubectl get pods -A""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""kubectl""}"
K8S-08,full,p0,1,1,kubectl_get,"{""resource"": ""pods""}","{""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-08,full,p0,2,2,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
K8S-08,full,p0,3,3,kubectl_get,"{""resource"": ""pods"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-01,full,p0,1,1,systemctl_status,"{""service"": ""docker""}","{""service"": ""docker""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-01,full,p0,2,1,journalctl_read,"{""service"": ""docker""}","{""service"": ""docker""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-01,full,p0,3,1,shell_readonly,"{""command"": ""docker ps -a""}","{""command"": ""docker ps -a""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""docker""}"
CON-01,full,p0,4,1,shell_readonly,"{""command"": ""free -m""}","{""command"": ""free -m""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""free""}"
CON-01,full,p0,5,1,shell_readonly,"{""command"": ""df -h""}","{""command"": ""df -h""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""df""}"
CON-01,full,p0,6,2,kubectl_get,"{""resource"": ""pods""}","{""resource"": ""pods""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-01,full,p0,7,2,kubectl_get,"{""resource"": ""nodes""}","{""resource"": ""nodes""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-01,full,p0,8,2,shell_readonly,"{""command"": ""cat /proc/meminfo""}","{""command"": ""cat /proc/meminfo""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
CON-01,full,p0,9,2,shell_readonly,"{""command"": ""cat /proc/cpuinfo""}","{""command"": ""cat /proc/cpuinfo""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
CON-01,full,p0,10,2,shell_readonly,"{""command"": ""lsblk""}","{""command"": ""lsblk""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""lsblk""}"
CON-01,full,p0,11,3,shell_readonly,"{""command"": ""cat /proc/1/status""}","{""command"": ""cat /proc/1/status""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
CON-01,full,p0,12,3,shell_readonly,"{""command"": ""cat /proc/1/cgroup""}","{""command"": ""cat /proc/1/cgroup""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
CON-01,full,p0,13,3,shell_readonly,"{""command"": ""cat /sys/fs/cgroup/memory/memory.limit_in_bytes""}","{""command"": ""cat /sys/fs/cgroup/memory/memory.limit_in_bytes""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
CON-01,full,p0,14,3,shell_readonly,"{""command"": ""cat /sys/fs/cgroup/memory/memory.usage_in_bytes""}","{""command"": ""cat /sys/fs/cgroup/memory/memory.usage_in_bytes""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
CON-01,full,p0,15,3,shell_readonly,"{""command"": ""cat /sys/fs/cgroup/cpu/cpu.cfs_quota_us""}","{""command"": ""cat /sys/fs/cgroup/cpu/cpu.cfs_quota_us""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""cat""}"
CON-02,full,p0,1,1,systemctl_status,"{""service"": ""docker""}","{""service"": ""docker""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""systemctl_status"", ""key"": ""docker"", ""text"": ""docker.service inactive (dead)""}]}"
CON-02,full,p0,2,2,shell_readonly,"{""command"": ""sudo systemctl start docker""}","{""command"": ""sudo systemctl start docker""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""sudo""}"
CON-02,full,p0,3,3,shell_readonly,"{""command"": ""systemctl start docker""}","{""command"": ""systemctl start docker""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""systemctl""}"
CON-02,full,p0,4,4,shell_readonly,"{""command"": ""which docker""}","{""command"": ""which docker""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""which""}"
CON-03,full,p0,1,1,systemctl_status,"{""service"": ""docker""}","{""service"": ""docker""}",True,empty,,False,False,False,False,,"{""empty"": true}"
CON-03,full,p0,2,2,shell_readonly,"{""command"": ""docker info""}","{""command"": ""docker info""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""docker""}"
CON-03,full,p0,3,3,shell_readonly,"{""command"": ""systemctl status docker""}","{""command"": ""systemctl status docker""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""systemctl""}"
CON-04,full,p0,1,1,shell_readonly,"{""command"": ""docker images""}","{""command"": ""docker images""}",True,revealed,E1,True,False,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""shell_readonly"", ""key"": ""docker images"", ""text"": ""app 4.8GB""}]}"
CON-04,full,p0,2,2,shell_readonly,"{""command"": ""docker history app""}","{""command"": ""docker history app""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""docker""}"
CON-04,full,p0,3,3,shell_readonly,"{""command"": ""du -sh /var/lib/docker/overlay2/*""}","{""command"": ""du -sh /var/lib/docker/overlay2/*""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""du""}"
CON-04,full,p0,4,4,shell_readonly,"{""command"": ""ls -lh /var/lib/docker/""}","{""command"": ""ls -lh /var/lib/docker/""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ls""}"
STO-01,full,p0,1,1,kubectl_get,"{""resource"": ""pvc""}","{""resource"": ""pvc""}",True,empty,,False,False,False,False,,"{""empty"": true}"
STO-01,full,p0,2,2,kubectl_get,"{""resource"": ""pvc"", ""namespace"": ""default""}","{""namespace"": ""default"", ""resource"": ""pvc""}",True,empty,,False,False,False,False,,"{""empty"": true}"
STO-01,full,p0,3,3,kubectl_get,"{""resource"": ""pvc"", ""namespace"": ""kube-system""}","{""namespace"": ""kube-system"", ""resource"": ""pvc""}",True,empty,,False,False,False,False,,"{""empty"": true}"
STO-02,full,p0,1,1,shell_readonly,"{""command"": ""ceph health detail""}","{""command"": ""ceph health detail""}",True,unsupported_command,,False,False,False,False,,"{""unsupported_command"": true, ""family"": ""ceph""}"
STO-02,full,p0,2,1,shell_readonly,"{""command"": ""ceph osd tree""}","{""command"": ""ceph osd tree""}",True,revealed,E2,True,False,True,True,,"{""revealed"": [{""id"": ""E2"", ""tool"": ""shell_readonly"", ""key"": ""ceph osd tree"", ""text"": ""osd.3 down (host node7)""}]}"
STO-02,full,p0,3,1,shell_readonly,"{""command"": ""ceph osd status""}","{""command"": ""ceph osd status""}",True,unsupported_command,,True,False,False,False,,"{""unsupported_command"": true, ""family"": ""ceph""}"
STO-02,full,p0,4,1,shell_readonly,"{""command"": ""ceph osd df tree""}","{""command"": ""ceph osd df tree""}",True,unsupported_command,,True,False,False,False,,"{""unsupported_command"": true, ""family"": ""ceph""}"
STO-02,full,p0,5,2,shell_readonly,"{""command"": ""ceph osd tree""}","{""command"": ""ceph osd tree""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
STO-02,full,p0,6,3,shell_readonly,"{""command"": ""ceph status""}","{""command"": ""ceph status""}",True,revealed,E1,True,True,True,True,,"{""revealed"": [{""id"": ""E1"", ""tool"": ""shell_readonly"", ""key"": ""ceph -s"", ""text"": ""HEALTH_WARN 1 osd down; osd.3 down""}]}"
STO-02,full,p0,7,4,shell_readonly,"{""command"": ""ceph osd dump""}","{""command"": ""ceph osd dump""}",True,unsupported_command,,False,True,False,False,,"{""unsupported_command"": true, ""family"": ""ceph""}"
STO-02,full,p0,8,5,shell_readonly,"{""command"": ""ceph osd tree""}","{""command"": ""ceph osd tree""}",True,duplicate,,False,True,False,False,,"{""duplicate"": true}"
STO-02,full,p0,9,6,shell_readonly,"{""command"": ""ceph daemon osd.3 status""}","{""command"": ""ceph daemon osd.3 status""}",True,unsupported_command,,False,True,False,False,,"{""unsupported_command"": true, ""family"": ""ceph""}"
