zone,url,probe_num,timestamp,http_status,latency_seconds,error_type,error_message
internet,https://fb1.spb.ru/health,13,2026-07-26T02:16:07.437977Z,200,5.1374,,
test,http://10.129.13.78:30080/health,14,2026-07-26T02:16:13.577046Z,200,0.1075,,
internet,https://fb1.spb.ru/health,14,2026-07-26T02:16:13.576681Z,200,5.1332,,
test,http://10.129.13.78:30080/health,15,2026-07-26T02:16:19.712331Z,200,0.1088,,
internet,https://fb1.spb.ru/health,15,2026-07-26T02:16:19.711596Z,200,5.1378,,
test,http://10.129.13.78:30080/health,16,2026-07-26T02:16:25.852066Z,200,0.107,,
internet,https://fb1.spb.ru/health,16,2026-07-26T02:16:25.851820Z,200,5.1284,,
test,http://10.129.13.78:30080/health,17,2026-07-26T02:16:31.982460Z,200,0.1072,,
internet,https://fb1.spb.ru/health,17,2026-07-26T02:16:31.981978Z,200,5.1356,,
test,http://10.129.13.78:30080/health,18,2026-07-26T02:16:38.119417Z,200,0.1072,,
internet,https://fb1.spb.ru/health,18,2026-07-26T02:16:38.119075Z,200,5.1327,,
test,http://10.129.13.78:30080/health,19,2026-07-26T02:16:44.254433Z,200,0.1083,,
internet,https://fb1.spb.ru/health,19,2026-07-26T02:16:44.253839Z,200,5.1301,,
test,http://10.129.13.78:30080/health,20,2026-07-26T02:16:50.386128Z,200,0.1067,,
internet,https://fb1.spb.ru/health,20,2026-07-26T02:16:50.385771Z,200,5.1327,,
test,http://10.129.13.78:30080/health,21,2026-07-26T02:16:56.520479Z,200,0.107,,
internet,https://fb1.spb.ru/health,21,2026-07-26T02:16:56.520205Z,200,5.1254,,
test,http://10.129.13.78:30080/health,22,2026-07-26T02:17:02.647693Z,200,0.107,,
internet,https://fb1.spb.ru/health,22,2026-07-26T02:17:02.647142Z,200,5.1435,,
test,http://10.129.13.78:30080/health,23,2026-07-26T02:17:08.792732Z,200,0.1072,,
internet,https://fb1.spb.ru/health,23,2026-07-26T02:17:08.792140Z,200,5.1383,,
test,http://10.129.13.78:30080/health,24,2026-07-26T02:17:14.932256Z,200,0.1074,,
internet,https://fb1.spb.ru/health,24,2026-07-26T02:17:14.931978Z,200,5.1301,,
test,http://10.129.13.78:30080/health,25,2026-07-26T02:17:21.064552Z,200,0.1072,,
internet,https://fb1.spb.ru/health,25,2026-07-26T02:17:21.063956Z,200,5.1306,,
test,http://10.129.13.78:30080/health,26,2026-07-26T02:17:27.196965Z,200,0.1061,,
internet,https://fb1.spb.ru/health,26,2026-07-26T02:17:27.196440Z,200,5.131,,
test,http://10.129.13.78:30080/health,27,2026-07-26T02:17:33.329909Z,200,0.1072,,
internet,https://fb1.spb.ru/health,27,2026-07-26T02:17:33.329419Z,200,5.1368,,
test,http://10.129.13.78:30080/health,28,2026-07-26T02:17:39.468809Z,200,0.1076,,
internet,https://fb1.spb.ru/health,28,2026-07-26T02:17:39.467899Z,200,5.1368,,
test,http://10.129.13.78:30080/health,29,2026-07-26T02:17:45.606709Z,200,0.1074,,
internet,https://fb1.spb.ru/health,29,2026-07-26T02:17:45.606334Z,200,5.1527,,
test,http://10.129.13.78:30080/health,30,2026-07-26T02:17:51.761501Z,200,0.1079,,
internet,https://fb1.spb.ru/health,30,2026-07-26T02:17:51.760920Z,200,5.1372,,
test,http://10.129.13.78:30080/health,31,2026-07-26T02:17:57.900229Z,200,0.1071,,
internet,https://fb1.spb.ru/health,31,2026-07-26T02:17:57.899876Z,200,5.1358,,
test,http://10.129.13.78:30080/health,32,2026-07-26T02:18:04.037616Z,200,0.107,,
internet,https://fb1.spb.ru/health,32,2026-07-26T02:18:04.037315Z,200,5.1305,,
test,http://10.129.13.78:30080/health,33,2026-07-26T02:18:10.169984Z,200,0.1073,,
internet,https://fb1.spb.ru/health,33,2026-07-26T02:18:10.169614Z,200,5.1364,,
test,http://10.129.13.78:30080/health,34,2026-07-26T02:18:16.308440Z,200,0.1074,,
internet,https://fb1.spb.ru/health,34,2026-07-26T02:18:16.307773Z,200,5.1304,,
test,http://10.129.13.78:30080/health,35,2026-07-26T02:18:22.440496Z,200,0.1079,,
internet,https://fb1.spb.ru/health,35,2026-07-26T02:18:22.440118Z,200,5.1365,,
test,http://10.129.13.78:30080/health,36,2026-07-26T02:18:28.578210Z,200,0.1068,,
internet,https://fb1.spb.ru/health,36,2026-07-26T02:18:28.577916Z,200,5.1316,,
test,http://10.129.13.78:30080/health,37,2026-07-26T02:18:34.711839Z,200,0.1077,,
internet,https://fb1.spb.ru/health,37,2026-07-26T02:18:34.711502Z,200,5.1339,,
test,http://10.129.13.78:30080/health,38,2026-07-26T02:18:40.847200Z,200,0.1071,,
internet,https://fb1.spb.ru/health,38,2026-07-26T02:18:40.846830Z,200,5.1331,,
test,http://10.129.13.78:30080/health,39,2026-07-26T02:18:46.982200Z,200,0.1074,,
internet,https://fb1.spb.ru/health,39,2026-07-26T02:18:46.981794Z,200,5.1338,,
test,http://10.129.13.78:30080/health,40,2026-07-26T02:18:53.117248Z,200,0.1081,,
internet,https://fb1.spb.ru/health,40,2026-07-26T02:18:53.116904Z,200,5.1351,,
