zone,url,probe_num,timestamp,http_status,latency_seconds,error_type,error_message
internet,https://fb1.spb.ru/health,16,2026-07-26T05:57:35.108840Z,200,0.1177,,
test,http://10.129.13.78:30080/health,17,2026-07-26T05:57:36.109211Z,200,0.1083,,
internet,https://fb1.spb.ru/health,17,2026-07-26T05:57:36.108779Z,200,0.1307,,
test,http://10.129.13.78:30080/health,18,2026-07-26T05:57:37.109313Z,200,0.1078,,
internet,https://fb1.spb.ru/health,18,2026-07-26T05:57:37.108798Z,200,0.1279,,
test,http://10.129.13.78:30080/health,19,2026-07-26T05:57:38.108986Z,200,0.1171,,
internet,https://fb1.spb.ru/health,19,2026-07-26T05:57:38.108701Z,200,0.1322,,
test,http://10.129.13.78:30080/health,20,2026-07-26T05:57:39.108895Z,200,0.1071,,
internet,https://fb1.spb.ru/health,20,2026-07-26T05:57:39.108667Z,200,0.1153,,
test,http://10.129.13.78:30080/health,21,2026-07-26T05:57:40.109261Z,200,0.1084,,
internet,https://fb1.spb.ru/health,21,2026-07-26T05:57:40.108809Z,200,0.1188,,
test,http://10.129.13.78:30080/health,22,2026-07-26T05:57:41.109592Z,200,0.1071,,
internet,https://fb1.spb.ru/health,22,2026-07-26T05:57:41.108992Z,200,0.1243,,
test,http://10.129.13.78:30080/health,23,2026-07-26T05:57:42.109220Z,200,0.1072,,
internet,https://fb1.spb.ru/health,23,2026-07-26T05:57:42.108833Z,200,0.1255,,
test,http://10.129.13.78:30080/health,24,2026-07-26T05:57:43.109304Z,200,0.1077,,
internet,https://fb1.spb.ru/health,24,2026-07-26T05:57:43.108768Z,200,0.1194,,
test,http://10.129.13.78:30080/health,25,2026-07-26T05:57:44.109433Z,200,0.1084,,
internet,https://fb1.spb.ru/health,25,2026-07-26T05:57:44.108872Z,200,0.1167,,
test,http://10.129.13.78:30080/health,26,2026-07-26T05:57:45.109046Z,200,0.1076,,
internet,https://fb1.spb.ru/health,26,2026-07-26T05:57:45.108749Z,200,0.1143,,
test,http://10.129.13.78:30080/health,27,2026-07-26T05:57:46.109549Z,200,0.1075,,
internet,https://fb1.spb.ru/health,27,2026-07-26T05:57:46.108894Z,200,0.1277,,
test,http://10.129.13.78:30080/health,28,2026-07-26T05:57:47.109442Z,200,0.1082,,
internet,https://fb1.spb.ru/health,28,2026-07-26T05:57:47.108971Z,200,0.1249,,
test,http://10.129.13.78:30080/health,29,2026-07-26T05:57:48.109412Z,200,0.108,,
internet,https://fb1.spb.ru/health,29,2026-07-26T05:57:48.108978Z,200,0.1287,,
test,http://10.129.13.78:30080/health,30,2026-07-26T05:57:49.109420Z,200,0.107,,
internet,https://fb1.spb.ru/health,30,2026-07-26T05:57:49.108985Z,200,0.1382,,
test,http://10.129.13.78:30080/health,31,2026-07-26T05:57:50.109538Z,200,0.1076,,
internet,https://fb1.spb.ru/health,31,2026-07-26T05:57:50.108956Z,200,0.1216,,
test,http://10.129.13.78:30080/health,32,2026-07-26T05:57:51.109031Z,200,0.1073,,
internet,https://fb1.spb.ru/health,32,2026-07-26T05:57:51.108788Z,200,0.1167,,
test,http://10.129.13.78:30080/health,33,2026-07-26T05:57:52.109245Z,200,0.1077,,
internet,https://fb1.spb.ru/health,33,2026-07-26T05:57:52.108904Z,200,0.1201,,
test,http://10.129.13.78:30080/health,34,2026-07-26T05:57:53.108981Z,200,0.1074,,
internet,https://fb1.spb.ru/health,34,2026-07-26T05:57:53.108695Z,200,0.1141,,
test,http://10.129.13.78:30080/health,35,2026-07-26T05:57:54.109065Z,200,0.1076,,
internet,https://fb1.spb.ru/health,35,2026-07-26T05:57:54.108744Z,200,0.1193,,
test,http://10.129.13.78:30080/health,36,2026-07-26T05:57:55.109025Z,200,0.1078,,
internet,https://fb1.spb.ru/health,36,2026-07-26T05:57:55.108717Z,200,0.1221,,
test,http://10.129.13.78:30080/health,37,2026-07-26T05:57:56.109477Z,200,0.1077,,
internet,https://fb1.spb.ru/health,37,2026-07-26T05:57:56.108900Z,200,0.1162,,
test,http://10.129.13.78:30080/health,38,2026-07-26T05:57:57.109213Z,200,0.1086,,
internet,https://fb1.spb.ru/health,38,2026-07-26T05:57:57.108881Z,200,0.1207,,
test,http://10.129.13.78:30080/health,39,2026-07-26T05:57:58.109482Z,200,0.1086,,
internet,https://fb1.spb.ru/health,39,2026-07-26T05:57:58.108923Z,200,0.1263,,
test,http://10.129.13.78:30080/health,40,2026-07-26T05:57:59.109303Z,200,0.1076,,
internet,https://fb1.spb.ru/health,40,2026-07-26T05:57:59.108955Z,200,0.1233,,
test,http://10.129.13.78:30080/health,41,2026-07-26T05:58:00.109336Z,200,0.1077,,
internet,https://fb1.spb.ru/health,41,2026-07-26T05:58:00.108863Z,200,0.1376,,
test,http://10.129.13.78:30080/health,42,2026-07-26T05:58:01.108970Z,200,0.1078,,
internet,https://fb1.spb.ru/health,42,2026-07-26T05:58:01.108733Z,200,0.1209,,
test,http://10.129.13.78:30080/health,43,2026-07-26T05:58:02.109536Z,200,0.1075,,
internet,https://fb1.spb.ru/health,43,2026-07-26T05:58:02.108902Z,200,0.127,,
test,http://10.129.13.78:30080/health,44,2026-07-26T05:58:03.109186Z,200,0.1077,,
internet,https://fb1.spb.ru/health,44,2026-07-26T05:58:03.108864Z,200,0.1242,,
test,http://10.129.13.78:30080/health,45,2026-07-26T05:58:04.109341Z,200,0.1081,,
internet,https://fb1.spb.ru/health,45,2026-07-26T05:58:04.108888Z,200,0.1254,,
test,http://10.129.13.78:30080/health,46,2026-07-26T05:58:05.109212Z,200,0.1085,,
internet,https://fb1.spb.ru/health,46,2026-07-26T05:58:05.108866Z,200,0.1242,,
test,http://10.129.13.78:30080/health,47,2026-07-26T05:58:06.109106Z,200,0.108,,
internet,https://fb1.spb.ru/health,47,2026-07-26T05:58:06.108694Z,200,0.1274,,
test,http://10.129.13.78:30080/health,48,2026-07-26T05:58:07.109243Z,200,0.1081,,
internet,https://fb1.spb.ru/health,48,2026-07-26T05:58:07.108758Z,200,0.1173,,
test,http://10.129.13.78:30080/health,49,2026-07-26T05:58:08.109072Z,200,0.1078,,
internet,https://fb1.spb.ru/health,49,2026-07-26T05:58:08.108799Z,200,0.1221,,
test,http://10.129.13.78:30080/health,50,2026-07-26T05:58:09.109259Z,200,0.1088,,
internet,https://fb1.spb.ru/health,50,2026-07-26T05:58:09.108819Z,200,0.1161,,
test,http://10.129.13.78:30080/health,51,2026-07-26T05:58:10.109252Z,200,0.108,,
internet,https://fb1.spb.ru/health,51,2026-07-26T05:58:10.108894Z,200,0.1273,,
test,http://10.129.13.78:30080/health,52,2026-07-26T05:58:11.109197Z,200,0.1207,,
internet,https://fb1.spb.ru/health,52,2026-07-26T05:58:11.108771Z,200,0.1332,,
test,http://10.129.13.78:30080/health,53,2026-07-26T05:58:12.109294Z,200,0.1075,,
internet,https://fb1.spb.ru/health,53,2026-07-26T05:58:12.108781Z,200,0.1287,,
test,http://10.129.13.78:30080/health,54,2026-07-26T05:58:13.109244Z,200,0.1086,,
internet,https://fb1.spb.ru/health,54,2026-07-26T05:58:13.108837Z,200,0.1268,,
test,http://10.129.13.78:30080/health,55,2026-07-26T05:58:14.109031Z,200,0.1077,,
internet,https://fb1.spb.ru/health,55,2026-07-26T05:58:14.108748Z,200,0.1189,,
test,http://10.129.13.78:30080/health,56,2026-07-26T05:58:15.109112Z,200,0.1075,,
internet,https://fb1.spb.ru/health,56,2026-07-26T05:58:15.108777Z,200,0.1192,,
test,http://10.129.13.78:30080/health,57,2026-07-26T05:58:16.109293Z,200,0.1077,,
internet,https://fb1.spb.ru/health,57,2026-07-26T05:58:16.108888Z,200,0.1224,,
test,http://10.129.13.78:30080/health,58,2026-07-26T05:58:17.109290Z,200,0.1079,,
internet,https://fb1.spb.ru/health,58,2026-07-26T05:58:17.108832Z,200,0.1254,,
test,http://10.129.13.78:30080/health,59,2026-07-26T05:58:18.109060Z,200,0.1078,,
internet,https://fb1.spb.ru/health,59,2026-07-26T05:58:18.108800Z,200,0.1252,,
test,http://10.129.13.78:30080/health,60,2026-07-26T05:58:19.109096Z,200,0.108,,
internet,https://fb1.spb.ru/health,60,2026-07-26T05:58:19.108812Z,200,0.1204,,
test,http://10.129.13.78:30080/health,61,2026-07-26T05:58:20.109100Z,200,0.1083,,
internet,https://fb1.spb.ru/health,61,2026-07-26T05:58:20.108882Z,200,0.1169,,
test,http://10.129.13.78:30080/health,62,2026-07-26T05:58:21.109438Z,200,0.1175,,
internet,https://fb1.spb.ru/health,62,2026-07-26T05:58:21.108984Z,200,0.1256,,
test,http://10.129.13.78:30080/health,63,2026-07-26T05:58:22.109203Z,200,0.1078,,
internet,https://fb1.spb.ru/health,63,2026-07-26T05:58:22.108843Z,200,0.1202,,
test,http://10.129.13.78:30080/health,64,2026-07-26T05:58:23.109490Z,200,0.108,,
internet,https://fb1.spb.ru/health,64,2026-07-26T05:58:23.108976Z,200,0.1215,,
test,http://10.129.13.78:30080/health,65,2026-07-26T05:58:24.109625Z,200,0.1082,,
internet,https://fb1.spb.ru/health,65,2026-07-26T05:58:24.109024Z,200,0.1262,,
test,http://10.129.13.78:30080/health,66,2026-07-26T05:58:25.109244Z,200,0.108,,
internet,https://fb1.spb.ru/health,66,2026-07-26T05:58:25.108852Z,200,0.1185,,
test,http://10.129.13.78:30080/health,67,2026-07-26T05:58:26.109264Z,200,0.1082,,
internet,https://fb1.spb.ru/health,67,2026-07-26T05:58:26.108867Z,200,0.1213,,
test,http://10.129.13.78:30080/health,68,2026-07-26T05:58:27.109218Z,200,0.1088,,
internet,https://fb1.spb.ru/health,68,2026-07-26T05:58:27.108804Z,200,0.1209,,
test,http://10.129.13.78:30080/health,69,2026-07-26T05:58:28.109219Z,200,0.109,,
internet,https://fb1.spb.ru/health,69,2026-07-26T05:58:28.108795Z,200,0.1227,,
test,http://10.129.13.78:30080/health,70,2026-07-26T05:58:29.109297Z,200,0.1073,,
internet,https://fb1.spb.ru/health,70,2026-07-26T05:58:29.108805Z,200,0.1233,,
test,http://10.129.13.78:30080/health,71,2026-07-26T05:58:30.109067Z,200,0.1211,,
internet,https://fb1.spb.ru/health,71,2026-07-26T05:58:30.108779Z,200,0.1294,,
test,http://10.129.13.78:30080/health,72,2026-07-26T05:58:31.109274Z,200,0.1126,,
internet,https://fb1.spb.ru/health,72,2026-07-26T05:58:31.108899Z,200,0.1265,,
test,http://10.129.13.78:30080/health,73,2026-07-26T05:58:32.109236Z,200,0.1176,,
internet,https://fb1.spb.ru/health,73,2026-07-26T05:58:32.108802Z,200,0.1424,,
test,http://10.129.13.78:30080/health,74,2026-07-26T05:58:33.109533Z,200,0.1074,,
internet,https://fb1.spb.ru/health,74,2026-07-26T05:58:33.109022Z,200,0.1237,,
test,http://10.129.13.78:30080/health,75,2026-07-26T05:58:34.109247Z,200,0.1075,,
internet,https://fb1.spb.ru/health,75,2026-07-26T05:58:34.108842Z,200,0.1282,,
test,http://10.129.13.78:30080/health,76,2026-07-26T05:58:35.109068Z,200,0.1079,,
internet,https://fb1.spb.ru/health,76,2026-07-26T05:58:35.108776Z,200,0.1243,,
test,http://10.129.13.78:30080/health,77,2026-07-26T05:58:36.109036Z,200,0.1075,,
internet,https://fb1.spb.ru/health,77,2026-07-26T05:58:36.108700Z,200,0.1174,,
test,http://10.129.13.78:30080/health,78,2026-07-26T05:58:37.109097Z,200,0.1078,,
internet,https://fb1.spb.ru/health,78,2026-07-26T05:58:37.108805Z,200,0.1251,,
test,http://10.129.13.78:30080/health,79,2026-07-26T05:58:38.109036Z,200,0.1081,,
internet,https://fb1.spb.ru/health,79,2026-07-26T05:58:38.108773Z,200,0.1172,,
test,http://10.129.13.78:30080/health,80,2026-07-26T05:58:39.109183Z,200,0.1079,,
internet,https://fb1.spb.ru/health,80,2026-07-26T05:58:39.108807Z,200,0.1222,,
test,http://10.129.13.78:30080/health,81,2026-07-26T05:58:40.108957Z,200,0.1071,,
internet,https://fb1.spb.ru/health,81,2026-07-26T05:58:40.108665Z,200,0.1188,,
test,http://10.129.13.78:30080/health,82,2026-07-26T05:58:41.109237Z,200,0.1072,,
internet,https://fb1.spb.ru/health,82,2026-07-26T05:58:41.108887Z,200,0.1269,,
test,http://10.129.13.78:30080/health,83,2026-07-26T05:58:42.109168Z,200,0.1145,,
internet,https://fb1.spb.ru/health,83,2026-07-26T05:58:42.108814Z,200,0.1239,,
test,http://10.129.13.78:30080/health,84,2026-07-26T05:58:43.109049Z,200,0.1078,,
internet,https://fb1.spb.ru/health,84,2026-07-26T05:58:43.108743Z,200,0.1171,,
test,http://10.129.13.78:30080/health,85,2026-07-26T05:58:44.109087Z,200,0.1076,,
internet,https://fb1.spb.ru/health,85,2026-07-26T05:58:44.108740Z,200,0.1172,,
test,http://10.129.13.78:30080/health,86,2026-07-26T05:58:45.108981Z,200,0.107,,
internet,https://fb1.spb.ru/health,86,2026-07-26T05:58:45.108687Z,200,0.1162,,
test,http://10.129.13.78:30080/health,87,2026-07-26T05:58:46.109040Z,200,0.1065,,
internet,https://fb1.spb.ru/health,87,2026-07-26T05:58:46.108694Z,200,0.118,,
test,http://10.129.13.78:30080/health,88,2026-07-26T05:58:47.109556Z,200,0.1087,,
internet,https://fb1.spb.ru/health,88,2026-07-26T05:58:47.108974Z,200,0.1282,,
test,http://10.129.13.78:30080/health,89,2026-07-26T05:58:48.109117Z,200,0.1085,,
internet,https://fb1.spb.ru/health,89,2026-07-26T05:58:48.108828Z,200,0.1233,,
test,http://10.129.13.78:30080/health,90,2026-07-26T05:58:49.108919Z,200,0.1083,,
internet,https://fb1.spb.ru/health,90,2026-07-26T05:58:49.108671Z,200,0.12,,
test,http://10.129.13.78:30080/health,91,2026-07-26T05:58:50.109503Z,200,0.1082,,
internet,https://fb1.spb.ru/health,91,2026-07-26T05:58:50.108814Z,200,0.1255,,
test,http://10.129.13.78:30080/health,92,2026-07-26T05:58:51.109155Z,200,0.1078,,
internet,https://fb1.spb.ru/health,92,2026-07-26T05:58:51.108803Z,200,0.1256,,
test,http://10.129.13.78:30080/health,93,2026-07-26T05:58:52.109029Z,200,0.1079,,
internet,https://fb1.spb.ru/health,93,2026-07-26T05:58:52.108710Z,200,0.1231,,
test,http://10.129.13.78:30080/health,94,2026-07-26T05:58:53.109227Z,200,0.1156,,
internet,https://fb1.spb.ru/health,94,2026-07-26T05:58:53.108977Z,200,0.1273,,
test,http://10.129.13.78:30080/health,95,2026-07-26T05:58:54.109290Z,200,0.1081,,
internet,https://fb1.spb.ru/health,95,2026-07-26T05:58:54.108837Z,200,0.1199,,
test,http://10.129.13.78:30080/health,96,2026-07-26T05:58:55.109356Z,200,0.1079,,
internet,https://fb1.spb.ru/health,96,2026-07-26T05:58:55.108960Z,200,0.1165,,
test,http://10.129.13.78:30080/health,97,2026-07-26T05:58:56.108916Z,200,0.1072,,
internet,https://fb1.spb.ru/health,97,2026-07-26T05:58:56.108605Z,200,0.1203,,
test,http://10.129.13.78:30080/health,98,2026-07-26T05:58:57.109001Z,200,0.1081,,
internet,https://fb1.spb.ru/health,98,2026-07-26T05:58:57.108740Z,200,0.116,,
test,http://10.129.13.78:30080/health,99,2026-07-26T05:58:58.109480Z,200,0.1069,,
internet,https://fb1.spb.ru/health,99,2026-07-26T05:58:58.108924Z,200,0.1245,,
test,http://10.129.13.78:30080/health,100,2026-07-26T05:58:59.109621Z,200,0.1071,,
internet,https://fb1.spb.ru/health,100,2026-07-26T05:58:59.108906Z,200,0.1272,,
test,http://10.129.13.78:30080/health,101,2026-07-26T05:59:00.108999Z,200,0.1078,,
internet,https://fb1.spb.ru/health,101,2026-07-26T05:59:00.108741Z,200,0.1192,,
test,http://10.129.13.78:30080/health,102,2026-07-26T05:59:01.109346Z,200,0.1077,,
internet,https://fb1.spb.ru/health,102,2026-07-26T05:59:01.108874Z,200,0.1213,,
test,http://10.129.13.78:30080/health,103,2026-07-26T05:59:02.109316Z,200,0.1071,,
internet,https://fb1.spb.ru/health,103,2026-07-26T05:59:02.108847Z,200,0.1178,,
test,http://10.129.13.78:30080/health,104,2026-07-26T05:59:03.109142Z,200,0.1229,,
internet,https://fb1.spb.ru/health,104,2026-07-26T05:59:03.108775Z,200,0.1286,,
test,http://10.129.13.78:30080/health,105,2026-07-26T05:59:04.110028Z,200,0.1078,,
internet,https://fb1.spb.ru/health,105,2026-07-26T05:59:04.108885Z,200,0.1191,,
test,http://10.129.13.78:30080/health,106,2026-07-26T05:59:05.109112Z,200,0.1082,,
internet,https://fb1.spb.ru/health,106,2026-07-26T05:59:05.108773Z,200,0.1187,,
test,http://10.129.13.78:30080/health,107,2026-07-26T05:59:06.108993Z,200,0.1085,,
internet,https://fb1.spb.ru/health,107,2026-07-26T05:59:06.108661Z,200,0.1255,,
test,http://10.129.13.78:30080/health,108,2026-07-26T05:59:07.109312Z,200,0.1091,,
internet,https://fb1.spb.ru/health,108,2026-07-26T05:59:07.108848Z,200,0.1259,,
test,http://10.129.13.78:30080/health,109,2026-07-26T05:59:08.109105Z,200,0.108,,
internet,https://fb1.spb.ru/health,109,2026-07-26T05:59:08.108713Z,200,0.1257,,
test,http://10.129.13.78:30080/health,110,2026-07-26T05:59:09.109356Z,200,0.1074,,
internet,https://fb1.spb.ru/health,110,2026-07-26T05:59:09.108875Z,200,0.1279,,
test,http://10.129.13.78:30080/health,111,2026-07-26T05:59:10.108991Z,200,0.1073,,
internet,https://fb1.spb.ru/health,111,2026-07-26T05:59:10.108721Z,200,0.1153,,
test,http://10.129.13.78:30080/health,112,2026-07-26T05:59:11.109054Z,200,0.1077,,
internet,https://fb1.spb.ru/health,112,2026-07-26T05:59:11.108754Z,200,0.119,,
test,http://10.129.13.78:30080/health,113,2026-07-26T05:59:12.109341Z,200,0.1084,,
internet,https://fb1.spb.ru/health,113,2026-07-26T05:59:12.108882Z,200,0.1241,,
test,http://10.129.13.78:30080/health,114,2026-07-26T05:59:13.109354Z,200,0.1076,,
internet,https://fb1.spb.ru/health,114,2026-07-26T05:59:13.108890Z,200,0.1272,,
test,http://10.129.13.78:30080/health,115,2026-07-26T05:59:14.109235Z,200,0.1171,,
internet,https://fb1.spb.ru/health,115,2026-07-26T05:59:14.108855Z,200,0.1317,,
test,http://10.129.13.78:30080/health,116,2026-07-26T05:59:15.110342Z,200,0.1069,,
internet,https://fb1.spb.ru/health,116,2026-07-26T05:59:15.108913Z,200,0.12,,
test,http://10.129.13.78:30080/health,117,2026-07-26T05:59:16.109156Z,200,0.1079,,
internet,https://fb1.spb.ru/health,117,2026-07-26T05:59:16.108860Z,200,0.1158,,
test,http://10.129.13.78:30080/health,118,2026-07-26T05:59:17.109478Z,200,0.1079,,
internet,https://fb1.spb.ru/health,118,2026-07-26T05:59:17.108917Z,200,0.1195,,
test,http://10.129.13.78:30080/health,119,2026-07-26T05:59:18.109002Z,200,0.1068,,
internet,https://fb1.spb.ru/health,119,2026-07-26T05:59:18.108766Z,200,0.1165,,
test,http://10.129.13.78:30080/health,120,2026-07-26T05:59:19.109729Z,200,0.1085,,
internet,https://fb1.spb.ru/health,120,2026-07-26T05:59:19.108982Z,200,0.1291,,
test,http://10.129.13.78:30080/health,121,2026-07-26T05:59:20.109355Z,200,0.1077,,
internet,https://fb1.spb.ru/health,121,2026-07-26T05:59:20.108946Z,200,0.1264,,
test,http://10.129.13.78:30080/health,122,2026-07-26T05:59:21.109427Z,200,0.1077,,
internet,https://fb1.spb.ru/health,122,2026-07-26T05:59:21.108948Z,200,0.1213,,
test,http://10.129.13.78:30080/health,123,2026-07-26T05:59:22.109226Z,200,0.1082,,
internet,https://fb1.spb.ru/health,123,2026-07-26T05:59:22.108870Z,200,0.1264,,
test,http://10.129.13.78:30080/health,124,2026-07-26T05:59:23.109313Z,200,0.1079,,
internet,https://fb1.spb.ru/health,124,2026-07-26T05:59:23.108953Z,200,0.1271,,
test,http://10.129.13.78:30080/health,125,2026-07-26T05:59:24.109309Z,200,0.1183,,
internet,https://fb1.spb.ru/health,125,2026-07-26T05:59:24.108949Z,200,0.1314,,
test,http://10.129.13.78:30080/health,126,2026-07-26T05:59:25.109002Z,200,0.1075,,
internet,https://fb1.spb.ru/health,126,2026-07-26T05:59:25.108699Z,200,0.1138,,
test,http://10.129.13.78:30080/health,127,2026-07-26T05:59:26.109210Z,200,0.1081,,
internet,https://fb1.spb.ru/health,127,2026-07-26T05:59:26.108867Z,200,0.1208,,
test,http://10.129.13.78:30080/health,128,2026-07-26T05:59:27.109265Z,200,0.1075,,
internet,https://fb1.spb.ru/health,128,2026-07-26T05:59:27.108856Z,200,0.1254,,
test,http://10.129.13.78:30080/health,129,2026-07-26T05:59:28.109075Z,200,0.1077,,
internet,https://fb1.spb.ru/health,129,2026-07-26T05:59:28.108754Z,200,0.1257,,
test,http://10.129.13.78:30080/health,130,2026-07-26T05:59:29.108938Z,200,0.1075,,
internet,https://fb1.spb.ru/health,130,2026-07-26T05:59:29.108711Z,200,0.1145,,
test,http://10.129.13.78:30080/health,131,2026-07-26T05:59:30.109161Z,200,0.1088,,
internet,https://fb1.spb.ru/health,131,2026-07-26T05:59:30.108816Z,200,0.1205,,
test,http://10.129.13.78:30080/health,132,2026-07-26T05:59:31.109073Z,200,0.1074,,
internet,https://fb1.spb.ru/health,132,2026-07-26T05:59:31.108840Z,200,0.1161,,
test,http://10.129.13.78:30080/health,133,2026-07-26T05:59:32.109184Z,200,0.1077,,
internet,https://fb1.spb.ru/health,133,2026-07-26T05:59:32.108713Z,200,0.1226,,
test,http://10.129.13.78:30080/health,134,2026-07-26T05:59:33.109248Z,200,0.107,,
internet,https://fb1.spb.ru/health,134,2026-07-26T05:59:33.108826Z,200,0.1273,,
test,http://10.129.13.78:30080/health,135,2026-07-26T05:59:34.109189Z,200,0.1067,,
internet,https://fb1.spb.ru/health,135,2026-07-26T05:59:34.108716Z,200,0.1204,,
test,http://10.129.13.78:30080/health,136,2026-07-26T05:59:35.109081Z,200,0.115,,
internet,https://fb1.spb.ru/health,136,2026-07-26T05:59:35.108744Z,200,0.1255,,
test,http://10.129.13.78:30080/health,137,2026-07-26T05:59:36.109045Z,200,0.1074,,
internet,https://fb1.spb.ru/health,137,2026-07-26T05:59:36.108706Z,200,0.1169,,
test,http://10.129.13.78:30080/health,138,2026-07-26T05:59:37.109330Z,200,0.1105,,
internet,https://fb1.spb.ru/health,138,2026-07-26T05:59:37.108693Z,200,0.1208,,
test,http://10.129.13.78:30080/health,139,2026-07-26T05:59:38.110087Z,200,0.109,,
internet,https://fb1.spb.ru/health,139,2026-07-26T05:59:38.108570Z,200,0.1162,,
test,http://10.129.13.78:30080/health,140,2026-07-26T05:59:39.109091Z,200,0.1089,,
internet,https://fb1.spb.ru/health,140,2026-07-26T05:59:39.108754Z,200,0.1291,,
test,http://10.129.13.78:30080/health,141,2026-07-26T05:59:40.109243Z,200,0.1077,,
internet,https://fb1.spb.ru/health,141,2026-07-26T05:59:40.108886Z,200,0.1153,,
test,http://10.129.13.78:30080/health,142,2026-07-26T05:59:41.109026Z,200,0.1069,,
internet,https://fb1.spb.ru/health,142,2026-07-26T05:59:41.108739Z,200,0.1224,,
test,http://10.129.13.78:30080/health,143,2026-07-26T05:59:42.108977Z,200,0.1073,,
internet,https://fb1.spb.ru/health,143,2026-07-26T05:59:42.108590Z,200,0.1154,,
test,http://10.129.13.78:30080/health,144,2026-07-26T05:59:43.109321Z,200,0.1078,,
internet,https://fb1.spb.ru/health,144,2026-07-26T05:59:43.108712Z,200,0.116,,
test,http://10.129.13.78:30080/health,145,2026-07-26T05:59:44.109117Z,200,0.1077,,
internet,https://fb1.spb.ru/health,145,2026-07-26T05:59:44.108840Z,200,0.1173,,
test,http://10.129.13.78:30080/health,146,2026-07-26T05:59:45.108966Z,200,0.1237,,
internet,https://fb1.spb.ru/health,146,2026-07-26T05:59:45.108699Z,200,0.1325,,
test,http://10.129.13.78:30080/health,147,2026-07-26T05:59:46.108920Z,200,0.1072,,
internet,https://fb1.spb.ru/health,147,2026-07-26T05:59:46.108640Z,200,0.1205,,
test,http://10.129.13.78:30080/health,148,2026-07-26T05:59:47.109671Z,200,0.1092,,
internet,https://fb1.spb.ru/health,148,2026-07-26T05:59:47.109386Z,200,0.1285,,
test,http://10.129.13.78:30080/health,149,2026-07-26T05:59:48.109119Z,200,0.1095,,
internet,https://fb1.spb.ru/health,149,2026-07-26T05:59:48.108791Z,200,0.1272,,
test,http://10.129.13.78:30080/health,150,2026-07-26T05:59:49.108999Z,200,0.1151,,
internet,https://fb1.spb.ru/health,150,2026-07-26T05:59:49.108733Z,200,0.1251,,
test,http://10.129.13.78:30080/health,151,2026-07-26T05:59:50.109120Z,200,0.1076,,
internet,https://fb1.spb.ru/health,151,2026-07-26T05:59:50.108758Z,200,0.1225,,
test,http://10.129.13.78:30080/health,152,2026-07-26T05:59:51.109411Z,200,0.1073,,
